"number","title","pageid","namespace","length","touched"
"14029","List_of_fortifications","517791","","6469","20251106225904"
"14030","Punch_line","517874","","10348","20260428102504"
"14031","List_of_converts_to_Judaism","517965","","64387","20260408164248"
"14032","Lists_of_religious_converts","517983","","652","20220312184251"
"14033","List_of_Punjabi-language_poets","518045","","5241","20260131225351"
"14034","Historic_value","518089","","3585","20240702001146"
"14035","Fratricide","518119","","13184","20260131032622"
"14036","D'oh!","518160","","13458","20260315175428"
"14037","Sulejman_Tihić","518171","","26518","20260419034608"
"14038","Language_of_flowers","518268","","50518","20260507033725"
"14039","Background_music","518339","","18455","20260413083931"
"14040","Queer_Nation","518521","","21649","20260426034210"
"14041","Man_on_the_Clapham_omnibus","518600","","9658","20260505090431"
"14042","King_Kong_(1976_film)","518615","","46643","20260509070500"
"14043","Evil_Overlord_List","518720","","249","20251217183416"
"14044","Rock_flour","518790","","14449","20260421041156"
"14045","British_Forces_Germany","518796","","15185","20260219030546"
"14046","Ground_Force","518808","","29029","20260329085338"
"14047","Chaquan","518831","","3185","20240303044925"
"14048","Ganong_Bros.","518883","","17469","20260316005356"
"14049","List_of_Urdu_poets","518963","","15223","20260103002227"
"14050","Artistic_freedom","518965","","38659","20260408022502"
"14051","Vigna_mungo","518971","","13493","20260508172204"
"14052","Adiantum_capillus-veneris","519091","","11634","20260103181829"
"14053","KochiKame:_Tokyo_Beat_Cops","519092","","35579","20260427032722"
"14054","Tawaif","519107","","44749","20260331010640"
"14055","Fist_of_the_North_Star","519115","","86097","20260508195932"
"14056","Same-sex_adoption","519158","","127249","20260430151809"
"14057","Bengali_cuisine","519163","","49583","20260417121231"
"14058","Sabino_Arana","519316","","18903","20260501114548"
"14059","Whole_Earth_Catalog","519323","","40916","20260428181318"
"14060","Screamo","519350","","63350","20260503074553"
"14061","Breakup","519576","","35887","20260206020205"
"14062","List_of_Japanese_cooking_utensils","519656","","2958","20260408220949"
"14063","Bamboo_steamer","519667","","5246","20250615054811"
"14064","Argenis","519855","","3784","20260322172826"
"14065","Students'_union","519901","","58757","20260207125901"
"14066","Baul","519963","","53194","20260329053707"
"14067","List_of_Latin-script_alphabets","520000","","150236","20260420201555"
"14068","Sinterklaas","520006","","50317","20260507153844"
"14069","International_Collegiate_Programming_Contest","520121","","53865","20260330050157"
"14070","Thimble","520230","","17113","20260208025040"
"14071","The_Spitting_Image","520421","","29524","20260430215948"
"14072","Hydroplane_(boat)","520490","","8281","20260101190236"
"14073","Ace_of_spades","520539","","15196","20260415152324"
"14074","Monument_Valley","520576","","19044","20260325005015"
"14075","Solifugae","520635","","41163","20260430214859"
"14076","List_of_current_monarchs_of_sovereign_states","520711","","58478","20260508213327"
"14077","Yevgeny_Primakov","520754","","41196","20260405194427"
"14078","Clothespin","520924","","13956","20260115184000"
"14079","Dolce_&_Gabbana","521012","","159117","20260502195924"
"14080","Xanga","521141","","16261","20251122074033"
"14081","Blindfold","521145","","7257","20260406213541"
"14082","Scrying","521174","","18829","20260408224244"
"14083","Prepress","521181","","14813","20250918152631"
"14084","Pinus_clausa","521214","","7250","20260506223752"
"14085","Bazooka_(chewing_gum)","521218","","9274","20260509104138"
"14086","Critical_infrastructure","521286","","56087","20260421151447"
"14087","The_Chanukah_Song","521300","","21757","20260305045302"
"14088","Parkerizing","521308","","172","20220423110830"
"14089","Little_House_on_the_Prairie_(TV_series)","521317","","72545","20260429201414"
"14090","Popbitch","521402","","11335","20251030043144"
"14091","Richard_and_Judy","521538","","6341","20260423211023"
"14092","Edie_Sedgwick","521568","","42253","20260407110934"
"14093","La_forza_del_destino","521576","","23633","20260221123056"
"14094","Cacique","521577","","28071","20260424205813"
"14095","Victorian_architecture","521613","","35177","20260320072411"
"14096","£sd","521616","","37460","20260314101123"
"14097","Sky_&_Telescope","521846","","8083","20260425230939"
"14098","Anti-social_behaviour","521941","","48256","20260409023507"
"14099","Capture_the_flag","521983","","16861","20260124215342"
"14100","The_Digger_Papers","522007","","5006","20250315175256"
"14101","Food_Not_Bombs","522036","","90990","20260409052224"
"14102","Barcelona_chair","522187","","6858","20260423151213"
"14103","Vox_humana","522190","","2905","20250403040655"
"14104","Winterreise","522345","","62323","20260314220809"
"14105","Duathlon","522394","","11197","20260223210952"
"14106","Calocedrus","522683","","10882","20251019054125"
"14107","Queen_Emeraldas","522735","","12481","20260328093753"
"14108","List_of_Major_League_Baseball_attendance_records","522823","","41113","20260403230851"
"14109","Langar_(Sikhism)","522846","","17832","20260420222614"
"14110","Cost_of_living","522934","","21663","20260506054921"
"14111","Convention_center","522941","","11447","20260406130352"
"14112","Paul_O._Husting","522957","","16942","20260319052857"
"14113","Red_Shoe_Diaries","522983","","51763","20260420215603"
"14114","Windsor_uniform","523030","","4262","20260409230231"
"14115","Kanye_West","523032","","341203","20260507222608"
"14116","White_feather","523061","","14664","20251110022457"
"14117","Michael_L._Kennedy","523088","","13542","20251209053657"
"14118","Singh","523107","","20013","20260503012220"
"14119","Quercus_agrifolia","523174","","28008","20260506195144"
"14120","Enemy_of_the_people","523179","","25953","20260423152804"
"14121","Rootless_cosmopolitan","523202","","16423","20260415200909"
"14122","God_of_the_gaps","523236","","17282","20260426024850"
"14123","Dvaravati","523314","","167312","20260505004420"
"14124","Robins_(talk_show)","523362","","2556","20220929125024"
"14125","Tomatillo","523380","","26484","20260119211421"
"14126","Centurion,_South_Africa","523474","","20952","20260408004644"
"14127","Signature_dish","523496","","4211","20260423133532"
"14128","Iconography","523499","","31914","20260421171922"
"14129","Seiza","523617","","12879","20260112110816"
"14130","Seam_ripper","523621","","2376","20250427072535"
"14131","Stretcher","523680","","16254","20260325193221"
"14132","Caramelization","523770","","6696","20260409142506"
"14133","Pournelle_chart","523835","","2879","20250329212003"
"14134","Lawn_darts","523843","","13678","20260324005426"
"14135","Flower_box","523924","","2722","20240313231240"
"14136","Culture_of_East_Germany","524189","","28131","20260403040243"
"14137","List_of_traded_commodities","524197","","10359","20250729160356"
"14138","Street_artist","524268","","4495","20260317231003"
"14139","Merino","524283","","34147","20260430213726"
"14140","Self-destruct","524461","","12247","20260415185605"
"14141","Lunchbox","524524","","15432","20260325201921"
"14142","Chief_petty_officer","524622","","11432","20260305120327"
"14143","European_cuisine","524762","","30542","20260423203618"
"14144","Petty_officer","524764","","15726","20250929030939"
"14145","Alveolar_ejective_fricative","524779","","4891","20260313015335"
"14146","Denomination_(currency)","524783","","7331","20250527112054"
"14147","List_of_consonants","524969","","27249","20260328022010"
"14148","Hunan_University","524984","","22639","20260321075849"
"14149","Space_marine","524987","","8129","20260414200331"
"14150","Alaska_Natives","525001","","48593","20260428131322"
"14151","Garden_gnome","525010","","16390","20260317164814"
"14152","Monument","525098","","18572","20260221130155"
"14153","Tombstone_(film)","525113","","41915","20260429043938"
"14154","Bouncer_(cricket)","525212","","14685","20260503171407"
"14155","Hidalgo_(film)","525292","","21205","20260328100120"
"14156","Interfaith_dialogue","525298","","43124","20260403210255"
"14157","Man_on_Fire_(2004_film)","525305","","31523","20260504103201"
"14158","South_Georgia","525307","","25291","20260413011108"
"14159","Timeline_of_chess","525311","","24812","20250630135957"
"14160","Inkometer","525348","","2140","20231211122659"
"14161","All-America_City_Award","525349","","4882","20250226174131"
"14162","The_Mission_(1986_film)","525486","","33739","20260502093100"
"14163","Tintin_in_the_Land_of_the_Soviets","525496","","40830","20260427025919"
"14164","Topsoil","525538","","16517","20260307200153"
"14165","Dulce_Base","525567","","7115","20260128155854"
"14166","Colostrum","525722","","49748","20260421120648"
"14167","Natural_childbirth","525804","","17854","20260404232053"
"14168","Euthyphro_dilemma","525885","","68129","20260305075358"
"14169","Little_Russia","525971","","40478","20260128182015"
"14170","Great_Russia","525972","","3538","20260502144649"
"14171","Free_City_of_Cracow","526003","","12564","20260414230850"
"14172","Cherry_pit_spitting","526041","","17793","20250517132803"
"14173","Centreboard","526180","","6129","20260115131234"
"14174","International_Chemistry_Olympiad","526214","","34663","20260424013820"
"14175","List_of_grammatical_cases","526255","","34345","20260317155012"
"14176","Béla_Balázs","526343","","8012","20260427043405"
"14177","Sosondowah","526468","","1605","20251112233033"
"14178","Gold_medal","526488","","10279","20250701000334"
"14179","Canadian_Wheat_Board","526502","","45361","20251109002051"
"14180","Abdulah_Sidran","526542","","14015","20260417124026"
"14181","Evenki_language","526549","","49353","20260321153138"
"14182","Colored","526585","","11627","20260502082427"
"14183","Person_of_color","526594","","28666","20260409204857"
"14184","Physical_abuse","526609","","8458","20260317115241"
"14185","Elder_abuse","526616","","46091","20260323215310"
"14186","Psychological_abuse","526618","","83351","20260324035251"
"14187","Silver_medal","526647","","6152","20250417162321"
"14188","Bronze_medal","526648","","5199","20250526055617"
"14189","Živko_Radišić","526663","","5341","20260405194729"
"14190","The_Light_of_Other_Days","526665","","8775","20250519025230"
"14191","Seaman_apprentice","526681","","7171","20260222223117"
"14192","Arrow_Cross","526753","","3682","20260509081613"
"14193","You're_Under_Arrest_(manga)","526791","","48907","20260429061033"
"14194","Savitri_Devi","526810","","24355","20260402050236"
"14195","Tijuana_bible","526886","","37868","20260419015403"
"14196","Rudolf_Bultmann","526931","","43574","20260503145932"
"14197","Dockworker","526998","","19775","20260411163913"
"14198","Tribal_name","527052","","1088","20240803000839"
"14199","List_of_interreligious_organizations","527132","","3227","20260416163207"
"14200","Where_Do_We_Come_From?_What_Are_We?_Where_Are_We_Going?","527233","","13108","20260112035500"
"14201","Parricide","527240","","12438","20260222044155"
"14202","Costermonger","527254","","62769","20260203083831"
"14203","Coulter_pine","527640","","18342","20260331170835"
"14204","Saint-Louis_(glass_manufacturer)","527942","","2098","20260125171526"
"14205","Sousveillance","528064","","28138","20260424085018"
"14206","Borislav_Paravac","528098","","5227","20260405223909"
"14207","Mirko_Šarović","528101","","10861","20260423043023"
"14208","E!","528107","","34547","20260507194435"
"14209","Formation_skydiving","528115","","31586","20260507010051"
"14210","Nick_Fury","528128","","74194","20260424130824"
"14211","Brothers_Keepers","528150","","13120","20251214004626"
"14212","Wingsuit_flying","528152","","47092","20260424170428"
"14213","Lychakiv_Cemetery","528199","","21756","20251127175212"
"14214","National_Anthem_of_Iran","528201","","6604","20260322172833"
"14215","Lunch_meat","528261","","8348","20260427180951"
"14216","Mohd_Kamal_Hassan","528430","","7278","20260324043724"
"14217","Ed_Wood_(film)","528464","","56812","20260219060901"
"14218","Theatre_of_ancient_Greece","528520","","35191","20260507230605"
"14219","Lists_of_radio_programs","528594","","362","20220322210920"
"14220","Index_of_Buddhism-related_articles","528716","","58156","20260509072543"
"14221","Silver_bullet","528739","","12473","20260506041707"
"14222","Annual_general_meeting","528785","","8952","20260330081124"
"14223","Chess_symbols_in_Unicode","528808","","6314","20251007094741"
"14224","Rib_vault","528823","","37777","20260423184727"
"14225","Hairpin_turn","528847","","4127","20260326024605"
"14226","What_Liberal_Media?","528882","","2428","20240428220321"
"14227","Walden_Pond","528916","","24477","20260418002817"
"14228","Mount_Nebo","528965","","11650","20260420103503"
"14229","Sven_Hedin","529134","","78348","20260504235115"
"14230","Fédération_Internationale_de_Roller_Sports","529152","","8064","20260422023223"
"14231","Sare_Jahan_se_Accha","529189","","18081","20260310145122"
"14232","Beriz_Belkić","529287","","5617","20260215223627"
"14233","Soviet–Japanese_Neutrality_Pact","529430","","20268","20251114025728"
"14234","Great_Seal_of_the_Irish_Free_State","529506","","39342","20251107232231"
"14235","Tibetan_art","529518","","55671","20260308025206"
"14236","Offshoring","529536","","57196","20260423073053"
"14237","Deaf_culture","529551","","81017","20260429151139"
"14238","Precisionism","529709","","11986","20260227041419"
"14239","Mendicant","529832","","11990","20260505152505"
"14240","Eurabia_conspiracy_theory","529857","","62679","20260505111021"
"14241","1926_in_sports","529901","","14465","20250824032811"
"14242","1928_in_sports","529921","","13321","20251011132748"
"14243","1929_in_sports","529936","","11974","20250824032819"
"14244","Mathcounts","530021","","32017","20260426190907"
"14245","Kryptonian","530106","","17483","20260501063026"
"14246","Vandal_Savage","530163","","52055","20260504055005"
"14247","Microfiber","530255","","26310","20260508084326"
"14248","Tuvia_Grossman","530281","","15252","20260221095850"
"14249","Hikikomori","530361","","46196","20260501210438"
"14250","Carnivàle","530420","","75456","20260426140152"
"14251","Online_poker","530421","","47285","20260325004606"
"14252","Standard_English","530574","","44993","20260202224932"
"14253","Abu_Ali_Mustafa","530580","","9731","20260401030219"
"14254","Witch's_broom","530583","","5509","20260116185320"
"14255","Childline","530640","","13323","20260418055449"
"14256","The_Tao_of_Pooh","530735","","6571","20230804054812"
"14257","Fritz_the_Cat","530774","","36549","20260417174549"
"14258","Abraham_Abulafia","530812","","25384","20251211190950"
"14259","Trifolium_repens","530865","","33558","20260502054337"
"14260","Etoy","530917","","15452","20260502222551"
"14261","Slut","531217","","22315","20260222195001"
"14262","Sexaholics_Anonymous","531229","","24086","20260417135158"
"14263","UAN","531231","","2330","20251105212123"
"14264","Definition_of_terrorism","531257","","151473","20260507053000"
"14265","Isaac_Bickerstaff","531351","","7483","20260427071740"
"14266","Murrain","531457","","15217","20260209075904"
"14267","Honorific_speech_in_Japanese","531569","","56690","20260219200130"
"14268","Union_of_Brest","531571","","14621","20260508102754"
"14269","Foodborne_illness","531611","","95372","20260426001626"
"14270","Convocation","531744","","19462","20260507015513"
"14271","Eight_Crazy_Nights","531816","","21802","20260506003815"
"14272","Luxottica","531820","","32886","20260401123520"
"14273","Lindt","531897","","39576","20260129033315"
"14274","Laser_cutting","531911","","23889","20260306234446"
"14275","Ghirardelli_Chocolate_Company","531918","","14224","20260318102655"
"14276","China_National_Aviation_Corporation","531947","","26762","20260403155212"
"14277","Arlie_Russell_Hochschild","531951","","25631","20260509053527"
"14278","List_of_royal_families_on_the_Arabian_Peninsula_in_the_20th_century","531979","","6126","20250420140338"
"14279","Free_migration","532101","","34785","20260412222100"
"14280","Anti-twister_mechanism","532123","","3696","20251022112024"
"14281","Nearshoring","532189","","13335","20260508102856"
"14282","Flex_dollar","532224","","1503","20260202170322"
"14283","Grating","532259","","7029","20250912010119"
"14284","Topcoder","532303","","41138","20251030124638"
"14285","Philippe_Buonarroti","532372","","12406","20260430014615"
"14286","Culture_of_Jamaica","532404","","24891","20260423165346"
"14287","Aegopodium_podagraria","532427","","16248","20260413043900"
"14288","International_Tennis_Hall_of_Fame","532503","","15761","20260402180716"
"14289","Got_Milk?","532504","","13598","20260314064221"
"14290","Rainier_Wolfcastle","532617","","480","20230202005428"
"14291","Wheelchair_rugby","532792","","28884","20260418163447"
"14292","Don_Ferguson_(actor)","532827","","4032","20251001183051"
"14293","Luba_Goy","532831","","6717","20241025042923"
"14294","Kademlia","532895","","28886","20260303023225"
"14295","Zazpiak_Bat","532949","","5279","20260210183955"
"14296","Horror_vacui_(art)","533017","","7433","20260405114946"
"14297","Paperboy","533123","","4394","20260119002629"
"14298","Head_coach","533149","","28468","20260410200233"
"14299","Gadget","533170","","8725","20251109105406"
"14300","Rush_(video_games)","533193","","6881","20240817080305"
"14301","Dwarfing","533214","","10609","20260116133853"
"14302","Dyscalculia","533237","","54532","20260424135939"
"14303","Dumbing_down","533263","","9970","20260417205552"
"14304","Wanker","533265","","16154","20250915152311"
"14305","Lao_script","533322","","45678","20260425180554"
"14306","Croydon_facelift","533347","","2269","20250610041255"
"14307","Culture_of_Saudi_Arabia","533352","","130238","20260502100117"
"14308","Courtauld_Institute_of_Art","533442","","28091","20260326103012"
"14309","School_of_Advanced_Study","533450","","10742","20260228002540"
"14310","Pannier","533460","","5491","20251202123756"
"14311","Cheesecake","533482","","26042","20260426033820"
"14312","Nazirite","533626","","38859","20260402114708"
"14313","Odia_script","533631","","61844","20260417221207"
"14314","Fiat_lux","533755","","201","20250413224645"
"14315","Magnetorheological_fluid","533789","","26533","20260426194708"
"14316","Ferrofluid","533793","","33362","20260508110627"
"14317","Ben_Weider","533850","","21834","20260226175811"
"14318","Candomblé_Bantu","533851","","3961","20260307205753"
"14319","Canadian_Centre_for_Architecture","533874","","11807","20260214044426"
"14320","Joint_committee_(legislative)","533968","","6918","20260118003501"
"14321","Kalmyk_Oirat","534044","","56767","20260424235556"
"14322","Egungun","534250","","13895","20260423143711"
"14323","Least_weasel","534418","","38347","20260213193017"
"14324","The_Mist_(novella)","534425","","14002","20260416145558"
"14325","Felix_Schlag","534548","","2535","20250824031310"
"14326","Care_Bears","534617","","63583","20260407073648"
"14327","Stellan_Skarsgård","534636","","55813","20260406203016"
"14328","Curate's_egg","534640","","5553","20251204195924"
"14329","Travesties","534767","","16799","20260126060910"
"14330","Quercus_wislizeni","534795","","8851","20251002105650"
"14331","Anglo-America","534887","","14770","20260213134318"
"14332","Ifá","535179","","36283","20260507111409"
"14333","Real-time_clock","535191","","18553","20260119201622"
"14334","Tahmasp_I","535230","","110203","20260502120516"
"14335","Samosa","535399","","31861","20260505014956"
"14336","Trap_street","535623","","7403","20251208144352"
"14337","Yale_(mythical_creature)","535673","","5918","20251114155053"
"14338","Curse_of_the_Billy_Goat","535759","","32522","20260401135616"
"14339","Rage_(King_novel)","535765","","14967","20260508030239"
"14340","One-drop_rule","535777","","48362","20260501170153"
"14341","Qanat","536059","","91138","20260427151158"
"14342","International_Game_Developers_Association","536145","","22203","20260416043217"
"14343","Wardrobe_malfunction","536148","","12016","20260325112238"
"14344","Can_opener","536197","","25975","20260307220018"
"14345","Cinnamaldehyde","536314","","27402","20260409150436"
"14346","Pacific_Fur_Company","536622","","65342","20260504131150"
"14347","Templeton_Prize","536656","","29446","20260425193640"
"14348","Democracy_for_America","536694","","23254","20260223211029"
"14349","Settler","536698","","105827","20260421052428"
"14350","Trade_association","536700","","17491","20260420084602"
"14351","Estée_Lauder_Companies","536709","","31097","20260423023604"
"14352","Yom_HaShoah","536854","","27024","20260506003350"
"14353","Flag_desecration","536874","","127401","20260505055737"
"14354","Business_casual","536963","","7061","20260111034557"
"14355","Oryx_and_Crake","537049","","31802","20260409120700"
"14356","Mehndi","537248","","11299","20260422200026"
"14357","Lactococcus","537269","","6675","20250628225221"
"14358","Ace_Ventura:_When_Nature_Calls","537416","","20407","20260508024440"
"14359","List_of_artificial_objects_on_the_Moon","537458","","66637","20260407151010"
"14360","Sibylline_Books","537541","","18084","20260416172129"
"14361","Sporting_colours","537639","","12555","20260205122953"
"14362","Tibetan_rug","537715","","11851","20260106033152"
"14363","Halbach_array","537756","","39488","20260428141945"
"14364","Ticker_tape","538123","","13151","20260213073644"
"14365","The_Travels_of_Marco_Polo","538167","","46091","20260425221035"
"14366","Kabardian_language","538360","","101429","20260509075406"
"14367","List_of_elections_involving_vote_splitting","538393","","124515","20260505150751"
"14368","Eviction","538394","","25065","20260508112022"
"14369","Hawaiian_pizza","538419","","16883","20260506202509"
"14370","Inshallah","538425","","13484","20260504053541"
"14371","I2P","538434","","77948","20260418003748"
"14372","Black_Box_(band)","538445","","26947","20251111050642"
"14373","Haier","538452","","27321","20260503014246"
"14374","Kongo_language","538629","","38357","20260319163744"
"14375","Stargazy_pie","538663","","16076","20260502204939"
"14376","Lombard_language","538676","","46540","20260430183042"
"14377","Michigan_Womyn's_Music_Festival","538737","","51408","20260107150110"
"14378","Buick_Electra","538868","","70914","20260508012954"
"14379","Aulos","538948","","19178","20260403033151"
"14380","Disaronno","538977","","3560","20260312001852"
"14381","Casper_(given_name)","538988","","4731","20250504183652"
"14382","Davidoff","538994","","9780","20251118114819"
"14383","Bankim_Chandra_Chatterjee","539167","","23143","20260506084351"
"14384","Legislative_Yuan_elections","539168","","39445","20250729001852"
"14385","City_Circle_tram","539289","","12623","20250818194755"
"14386","Andrea_Palladio","539296","","65763","20260416180136"
"14387","The_Bridge_on_the_Drina","539738","","39556","20260113092146"
"14388","Power_forward_(ice_hockey)","539775","","29511","20260224015705"
"14389","Silent_Running","539816","","23366","20260420013018"
"14390","Self-adhesive_stamp","539823","","5842","20260209222749"
"14391","Totenkopf","539928","","35267","20260503161928"
"14392","Dextrin","539939","","8120","20260307142317"
"14393","Risk_premium","539962","","21195","20260125005319"
"14394","Bobo_doll_experiment","540025","","29133","20260312111120"
"14395","Screentone","540098","","1895","20250409171648"
"14396","Kings_(card_game)","540312","","11018","20260504173050"
"14397","Ned_Maddrell","540314","","9975","20260505182422"
"14398","Hot_chocolate","540333","","36621","20260504124954"
"14399","Selective_reduction","540464","","13136","20260125062020"
"14400","Wise_old_man","540570","","7752","20260114075452"
"14401","Apple_cider","540638","","17320","20260425193039"
"14402","Notaphily","540666","","20508","20260309093251"
"14403","Vampire_lifestyle","540692","","10751","20260419034418"
"14404","Art_film","540784","","85247","20260415123549"
"14405","Founding_Fathers_of_the_United_States","540802","","219421","20260427103646"
"14406","Leigh_Bowery","540814","","31770","20260131020110"
"14407","Interception","540853","","17619","20260302172937"
"14408","Sound-on-disc","540884","","3306","20251013125825"
"14409","Siesta","541000","","19894","20260412233133"
"14410","Crone","541067","","8546","20260327231846"
"14411","Clan_(video_games)","541128","","11898","20251228035742"
"14412","Arbutus_menziesii","541270","","23995","20260219053246"
"14413","The_Games_(Australian_TV_series)","541271","","11211","20260422042507"
"14414","Cutter_(boat)","541322","","21824","20260121181716"
"14415","Culture_of_Mauritius","541344","","53277","20250906223343"
"14416","Slavic_folklore","541448","","2190","20250718174739"
"14417","Indoor_tanning","541499","","68092","20260507001758"
"14418","SPOT_(satellite)","541538","","9766","20250616092407"
"14419","Disestablishmentarianism","541591","","9321","20260327014438"
"14420","Cantus","541630","","8647","20251013184635"
"14421","Octopussy","541642","","51251","20260427024349"
"14422","Mothering_Sunday","541675","","15583","20260315222317"
"14423","Ember_days","541701","","26146","20260227051258"
"14424","Mladen_Ivanić","541728","","17472","20260405180123"
"14425","Paddy_field","541808","","53788","20260310084324"
"14426","Dolan's_Cadillac_(novella)","542120","","6890","20260308132328"
"14427","Cohabitation_(government)","542178","","39860","20260429095408"
"14428","The_Broken_Ear","542217","","29807","20260427031319"
"14429","Jacques_Marchais_Museum_of_Tibetan_Art","542248","","8179","20260425140101"
"14430","Japanese_dry_garden","542316","","33087","20260120100059"
"14431","Neuroscience_of_religion","542377","","31584","20260429084346"
"14432","Information_content","542447","","28063","20260505232355"
"14433","Zits_(comics)","542495","","51808","20260403155623"
"14434","Adyghe_language","542616","","152825","20260428191024"
"14435","Gamelan_gong_kebyar","542689","","20777","20260405133619"
"14436","Spoiler_(media)","542704","","24693","20260401234337"
"14437","Sophomoric_humor","542746","","3087","20241003130250"
"14438","Tuvix","542833","","44513","20260203081335"
"14439","Tintin_in_the_Congo","542922","","46347","20260427030106"
"14440","The_Black_Island","542931","","30305","20260427031717"
"14441","The_Secret_of_the_Unicorn","542952","","40645","20260427040718"
"14442","Red_Rackham's_Treasure","542957","","30340","20260427041513"
"14443","1-Hexanol","542968","","5324","20260411083603"
"14444","Bovine_somatotropin","543002","","64082","20260110011809"
"14445","The_Thirty-Six_Dramatic_Situations","543095","","12169","20250304230517"
"14446","Oral_consonant","543118","","2088","20250729181245"
"14447","Supernatural_Horror_in_Literature","543307","","7348","20260111211244"
"14448","Mousetrap","543318","","30911","20260504054422"
"14449","I_Wandered_Lonely_as_a_Cloud","543334","","34017","20260415205808"
"14450","Indian_epic_poetry","543454","","28320","20260315043419"
"14451","Psephology","543598","","7964","20260309210710"
"14452","Menahem_Mendel_Beilis","543618","","27654","20260502161410"
"14453","Sholom_Dovber_Schneersohn","543660","","17672","20260429074802"
"14454","National_anthem_of_Mauritania","543692","","19868","20260415221356"
"14455","Exedra","543696","","10549","20260407003338"
"14456","Lagom","543708","","9921","20260317140516"
"14457","Frog_legs","543812","","30016","20260428181028"
"14458","Maxthon","543849","","48946","20260226012611"
"14459","Šajkača","543854","","13661","20250411100826"
"14460","Movement_Action_Plan","543862","","1807","20260418182153"
"14461","Ultramarathon","543887","","39053","20260507060826"
"14462","East–West_Schism","543935","","181800","20260429092120"
"14463","Western_Schism","543939","","35747","20260430184433"
"14464","Colourant","544038","","2295","20260331135657"
"14465","Dithyramb","544080","","17725","20251201142639"
"14466","Kellogg's","544106","","109029","20260412054357"
"14467","Richard_A._Clarke","544156","","41396","20260206020242"
"14468","List_of_Sesame_Street_puppeteers","544226","","16977","20250413004210"
"14469","Gabelsberger_shorthand","544234","","2360","20250624194447"
"14470","Roger_Griffin","544317","","10113","20260327214407"
"14471","Survey_township","544351","","7207","20260214175941"
"14472","Benefit_tourism","544382","","4932","20251006174326"
"14473","Tintin_and_the_Picaros","544448","","27878","20260427055740"
"14474","Word_salad","544476","","3995","20260220084024"
"14475","The_Seven_Crystal_Balls","544481","","42927","20260427045057"
"14476","Trade_justice","544484","","22095","20260315002313"
"14477","League_Against_Cruel_Sports","544611","","49345","20260419103503"
"14478","Fendi","545267","","41430","20260129072130"
"14479","List_of_transhumanists","545352","","4482","20260321230000"
"14480","John_Cadbury","545410","","13363","20251104102028"
"14481","Venetian_language","545504","","83818","20260508152901"
"14482","Service-learning","545562","","33252","20251230101922"
"14483","Academic_term","545577","","117159","20260426123008"
"14484","Pinus_leiophylla","545722","","5693","20251002180937"
"14485","Paul_Davies","545745","","26258","20260426013032"
"14486","Magical_Negro","545753","","27366","20260211224904"
"14487","Historical_Records_Survey","545760","","14929","20260129110023"
"14488","Longboard_(skateboard)","545815","","32465","20260408220534"
"14489","Kinesiology","545909","","78783","20260502005745"
"14490","Osteomalacia","545985","","15997","20251003231711"
"14491","Eliza_Poe","545995","","12219","20260407233903"
"14492","Charrúa","546010","","19939","20260319172851"
"14493","Dried_fruit","546099","","23103","20260426144839"
"14494","Mohd._Ahmed_Khan_v._Shah_Bano_Begum","546142","","33384","20260506093818"
"14495","List_of_horse_accidents","546254","","17180","20260414133158"
"14496","World_Youth_Day","546270","","44785","20260506180306"
"14497","1981_Spanish_coup_attempt","546272","","51222","20260328061653"
"14498","The_Pointer_Sisters","546311","","45457","20260413064542"
"14499","Jewish_humor","546314","","42009","20260321081707"
"14500","Stadsfries_Dutch","546350","","10445","20260302041047"
"14501","Thetan","546439","","20243","20260411144804"
"14502","Kata_Tjuta","546746","","12593","20260205205531"
"14503","Merriman","546835","","2938","20251228154542"
"14504","Prisoners_of_the_Sun","546875","","36329","20260427050224"
"14505","Land_of_Black_Gold","546877","","31011","20260427051344"
"14506","Thirty-second_note","547172","","2446","20250930005933"
"14507","West_Frisian_language","547302","","29628","20260429093634"
"14508","Gone_to_Texas","547335","","4867","20260121012150"
"14509","Sixty-fourth_note","547337","","3867","20260207175022"
"14510","Saterland_Frisian_language","547353","","34359","20260426060355"
"14511","North_Frisian_language","547373","","24353","20260105194041"
"14512","Along_Came_Polly","547378","","12376","20260427230858"
"14513","Gridiron_football","547452","","42089","20260412005435"
"14514","Hugo_Award_for_Best_Professional_Artist","547505","","78815","20260425130749"
"14515","Great_seal","547532","","3425","20260403023915"
"14516","Crossover_music","547533","","11527","20260226203059"
"14517","Rifts_(role-playing_game)","547539","","49526","20260424190628"
"14518","Power_Office_Girls","547603","","10393","20250927235512"
"14519","Hugo_Award_for_Best_Fan_Artist","547644","","64230","20260425130940"
"14520","Hugo_Award_for_Best_Fan_Writer","547750","","74788","20260425131034"
"14521","Hostile_media_effect","547910","","32928","20260429225618"
"14522","Surudi_Milli","547922","","11022","20260418205043"
"14523","Classical_Arabic","547964","","29011","20260421181748"
"14524","Stone_pine","547980","","19047","20260315130151"
"14525","Explorers_on_the_Moon","547990","","27278","20260427080608"
"14526","The_Calculus_Affair","548003","","26419","20260427055006"
"14527","John_Kricfalusi","548217","","81277","20260506022956"
"14528","Malted_milk","548237","","5145","20260115040019"
"14529","Usonia","548251","","17161","20260430132647"
"14530","Gas-filled_tube","548308","","27532","20260504073032"
"14531","Shtadlan","548419","","5673","20260204182205"
"14532","Conveyor_belt_sushi","548597","","12716","20250723161518"
